product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/25673,25673,"Salomon 살로몬 XT-6 ADV 블랙 15% 236,000원 관심 6.3만 · 리뷰 3,952 · 거래 4.3만 빠른배송 내일 도착 예정",Salomon 살로몬 XT-6 ADV 블랙 15%,"236,000원",6.3만,"3,952",4.3만,Salomon XT-6 Black
