product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/83900,83900,"Jordan 조던 1 레트로 하이 OG 시카고 2022 289,000원 관심 5.4만 · 리뷰 7,462 · 거래 7.6만 빠른배송 내일 도착 예정",Jordan 조던 1 레트로 하이 OG 시카고 2022,"289,000원",5.4만,"7,462",7.6만,Jordan 1 Lost and Found
