product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/686901,686901,"Jordan 조던 4 레트로 블랙 캣 2025 370,000원 관심 2,311 · 리뷰 331 · 거래 2,110 빠른배송 내일 도착 예정",Jordan 조던 4 레트로 블랙 캣 2025,"370,000원","2,311",331,"2,110",Jordan 4 Military Black
