product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/41193,41193,"Nike 나이키 덩크 로우 레트로 그레이 포그 30% 96,000원 관심 9.1만 · 리뷰 2,726 · 거래 8.4만 빠른배송 내일 도착 예정",Nike 나이키 덩크 로우 레트로 그레이 포그 30%,"96,000원",9.1만,"2,726",8.4만,Nike Dunk Low Gray Fog
