product_url,tab_name,model_number,release_date,size_option,price,trade_time,collected_at
https://kream.co.kr/products/473130,체결 거래,HM4740-001,25/04/04,290,"325,000원",1시간 전,2026-05-21T02:53:04
https://kream.co.kr/products/473130,체결 거래,HM4740-001,25/04/04,270,"282,000원",4시간 전,2026-05-21T02:53:04
https://kream.co.kr/products/473130,체결 거래,HM4740-001,25/04/04,265,"252,000원",4시간 전,2026-05-21T02:53:04
https://kream.co.kr/products/473130,체결 거래,HM4740-001,25/04/04,270,"278,000원",9시간 전,2026-05-21T02:53:04
https://kream.co.kr/products/473130,체결 거래,HM4740-001,25/04/04,285,"318,000원",9시간 전,2026-05-21T02:53:04
