product_url,tab_name,model_number,release_date,size_option,price,trade_time,collected_at
https://kream.co.kr/products/83900,체결 거래,DZ5485-612,22/12/01,280,"321,000원",8시간 전,2026-05-21T02:44:24
https://kream.co.kr/products/83900,체결 거래,DZ5485-612,22/12/01,280,"340,000원",20시간 전,2026-05-21T02:44:24
https://kream.co.kr/products/83900,체결 거래,DZ5485-612,22/12/01,285,"366,000원",26/05/19,2026-05-21T02:44:24
https://kream.co.kr/products/83900,체결 거래,DZ5485-612,22/12/01,275,"307,000원",26/05/19,2026-05-21T02:44:24
https://kream.co.kr/products/83900,체결 거래,DZ5485-612,22/12/01,265,"305,000원",26/05/19,2026-05-21T02:44:24
