product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/37223,37223,"New Balance 뉴발란스 2002R 프로텍션 팩 레인 클라우드 20% 135,000원 관심 4,299 · 리뷰 337 · 거래 2,518 빠른배송 내일 도착 예정",New Balance 뉴발란스 2002R 프로텍션 팩 레인 클라우드 20%,"135,000원","4,299",337,"2,518",New Balance 2002R Protection Pack Rain Cloud
