product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/129272,129272,"New Balance 뉴발란스 990v4 메이드 인 USA 그레이 실버 31% 189,000원 관심 4,182 · 리뷰 404 · 거래 2,377 빠른배송 내일 도착 예정",New Balance 뉴발란스 990v4 메이드 인 USA 그레이 실버 31%,"189,000원","4,182",404,"2,377",New Balance 990v4 Gray
