product_url,tab_name,model_number,release_date,size_option,price,trade_time,collected_at
https://kream.co.kr/products/37223,체결 거래,M2002RDA,21/07/01,270,"180,000원",26/05/19,2026-05-21T02:50:39
https://kream.co.kr/products/37223,체결 거래,M2002RDA,21/07/01,280,"158,000원",26/05/15,2026-05-21T02:50:39
https://kream.co.kr/products/37223,체결 거래,M2002RDA,21/07/01,250,"172,000원",26/05/14,2026-05-21T02:50:39
https://kream.co.kr/products/37223,체결 거래,M2002RDA,21/07/01,270,"149,000원",26/05/13,2026-05-21T02:50:39
https://kream.co.kr/products/37223,체결 거래,M2002RDA,21/07/01,255,"172,000원",26/05/13,2026-05-21T02:50:39
