
product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/129482,129482,"Asics 아식스 젤 카야노 14 크림 블랙 309,000원 관심 6.4만 · 리뷰 3,446 · 거래 4.4만 빠른배송 내일 도착 예정",Asics 아식스 젤 카야노 14 크림 블랙,"309,000원",6.4만,"3,446",4.4만,Asics Gel-Kayano 14 Cream Black
