product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/331837,331837,"Jordan 조던 4 레트로 화이트 썬더 415,000원 관심 892 · 리뷰 296 · 거래 1,321 빠른배송 내일 도착 예정",Jordan 조던 4 레트로 화이트 썬더,"415,000원",892,296,"1,321",Jordan 4 White Thunder
