product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/12831,12831,"Nike 나이키 에어포스 1 '07 로우 화이트 32% 100,000원 관심 23.5만 · 리뷰 3.1만 · 거래 74.1만 빠른배송 내일 도착 예정",Nike 나이키 에어포스 1 '07 로우 화이트 32%,"100,000원",23.5만,3.1만,74.1만,Nike Air Force 1 Low White
