product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/548447,548447,"Nike 나이키 덩크 로우 레트로 블랙 30% 96,000원 관심 75 · 리뷰 20 · 거래 66 빠른배송 내일 도착 예정",Nike 나이키 덩크 로우 레트로 블랙 30%,"96,000원",75,20,66,Nike Dunk Low Panda
