product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/473130,473130,"Nike 나이키 에어맥스 95 OG 네온 218,000원 관심 4,550 · 리뷰 1,110 · 거래 4,217 빠른배송 내일 도착 예정",Nike 나이키 에어맥스 95 OG 네온,"218,000원","4,550","1,110","4,217",Nike Air Max 95 Neon
