product_url,tab_name,model_number,release_date,size_option,price,trade_time,collected_at
https://kream.co.kr/products/129272,체결 거래,U990GR4,,270,"252,000원",38분 전,2026-05-21T02:52:37
https://kream.co.kr/products/129272,체결 거래,U990GR4,,245,"219,000원",40분 전,2026-05-21T02:52:37
https://kream.co.kr/products/129272,체결 거래,U990GR4,,270,"300,000원",4시간 전,2026-05-21T02:52:37
https://kream.co.kr/products/129272,체결 거래,U990GR4,,280,"219,000원",26/05/19,2026-05-21T02:52:37
https://kream.co.kr/products/129272,체결 거래,U990GR4,,250,"188,000원",26/05/19,2026-05-21T02:52:37
