product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/173757,173757,"Adidas (C) 아디다스 삼바 OG 클라우드 화이트 코어 블랙 44% 48,000원 관심 2,270 · 리뷰 224 · 거래 1,759 빠른배송 내일 도착 예정",Adidas (C) 아디다스 삼바 OG 클라우드 화이트 코어 블랙 44%,"48,000원","2,270",224,"1,759",Adidas Samba OG Cloud White Black
