product_url,product_id,raw_card_text,title_guess,current_price,interest_count,review_count,trade_count,keyword
https://kream.co.kr/products/9654,9654,"Adidas 아디다스 이지 부스트 350 V2 지브라 2017/2019/2020 300,000원 관심 8,343 · 리뷰 1,883 · 거래 1.1만 빠른배송 내일 도착 예정",Adidas 아디다스 이지 부스트 350 V2 지브라 2017/2019/2020,"300,000원","8,343","1,883",1.1만,Yeezy Boost 350 V2 Zebra
