target_id,source,brand,model,colorway,size_kr,size_us,condition_grade,box_included,ebay_price_krw,currency,price_type,item_url,item_title,item_condition,shipping_price,collected_at,description
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,A,unknown,272000,KRW,listing_price,https://www.ebay.com/itm/358235819490?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item536884cde2:g:2LoAAeSwKytpl4OZ,Nike Air Jordan 1 Lost and Founds,Pre-owned - Excellent,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition A. Box included unknown. eBay reference listing price 272000 KRW. Original eBay price 200.0 USD. Collected on 2026-05-19. Item title: Nike Air Jordan 1 Lost and Founds.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,A,unknown,306000,KRW,listing_price,https://www.ebay.com/itm/277900095646?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item40b422f09e:g:ysIAAeSwGgVp4RaB,"Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2022 - Size 9 - dz5485 612 (15207-2)",Pre-owned - Excellent,14.0,2026-05-19,"Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition A. Box included unknown. eBay reference listing price 306000 KRW. Original eBay price 225.0 USD. Collected on 2026-05-19. Item title: Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2022 - Size 9 - dz5485 612 (15207-2)."
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,418000,KRW,listing_price,https://www.ebay.com/itm/277811916857?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item40aee17039:g:i4oAAeSw-6ZpuZEN,"Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2022 - Size 9 - dz5485 612 (2117-17)",New with box,14.0,2026-05-19,"Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 418000 KRW. Original eBay price 307.0 USD. Collected on 2026-05-19. Item title: Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2022 - Size 9 - dz5485 612 (2117-17)."
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,A,unknown,394000,KRW,listing_price,https://www.ebay.com/itm/236718605780?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item371d8745d4:g:tEYAAeSwcN1pxzeZ,Nike Air Jordan 1  Lost and founds,Pre-owned - Excellent,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition A. Box included unknown. eBay reference listing price 394000 KRW. Original eBay price 290.0 USD. Collected on 2026-05-19. Item title: Nike Air Jordan 1  Lost and founds.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,426000,KRW,listing_price,https://www.ebay.com/itm/287220901882?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item42dfb327fa:g:sQYAAeSwpAxpVZx7,"Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2022 - Size 9 - dz5485 612 (6716-4)",New with box,14.0,2026-05-19,"Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 426000 KRW. Original eBay price 313.0 USD. Collected on 2026-05-19. Item title: Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2022 - Size 9 - dz5485 612 (6716-4)."
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,426000,KRW,listing_price,https://www.ebay.com/itm/287220901880?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item42dfb327f8:g:elcAAeSwwTBpVZxx,"Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2023 - Size 9 - dz5485 612 (6144-1..",New with box,14.0,2026-05-19,"Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 426000 KRW. Original eBay price 313.0 USD. Collected on 2026-05-19. Item title: Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2023 - Size 9 - dz5485 612 (6144-1..."
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,B,unknown,245000,KRW,listing_price,https://www.ebay.com/itm/800010272236?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=itemba4453fdec:g:kDsAAeSwSptp-47f&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGZAnNPpHO4zg4h9Z%2FOQToxDetmjt10LY9is3FnqKQnNulWXWkzzcBkubdDAP33%2F4N8lkQNm1qDqp%2BrwsmHJm%2F1FTtiC7ZmBAk%2F5R1A%2B1zqngTsE2CiKHvARQMOqLbkhIg%2Fyms%2BdBxsNOB%2FV8rwl9TgPuOG3NO079OygeRih7TWkXcSPhbmqb4uOkCOb1Mu3XsHIBnJaDdg3rAz%2BruOtcEFEdW4ZA60VBrjmooN4wIW4LTpZnNMkeHdmC4m3cAu8q84Fwf3KPwV7ZHcZveyFVSeTwtGy81OrkxI6MxZr70tytthD82T5LLTRGDVsKabyWU0%3D,Jordan 1 Lost and Found Chicago Reimagined Men's Sneakers Size 9 PREOWNED,Pre-owned - Good,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition B. Box included unknown. eBay reference listing price 245000 KRW. Original eBay price 179.99 USD. Collected on 2026-05-19. Item title: Jordan 1 Lost and Found Chicago Reimagined Men's Sneakers Size 9 PREOWNED.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,A,unknown,381000,KRW,listing_price,https://www.ebay.com/itm/178003898616?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item2971dbf0f8:g:7tYAAeSw33xpwpaI&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGYpEkBj284MeINuWMKJZevRh42K8Tj%2FC9F7YQElQxNEF9reK5XLHF0cTXgeDRfcqQLUy33lPknT0gVUezzJDsM%2FSon1H0X4k9pSuQ37HEjFlL1stcyBS505I1jj5ZpQv%2Fx6LO7s3i3ngYs7lCB8esLJrHTT0eSetieT9CNNCstKs7KyO6kgvY42tD822ESwb3W%2FbukBEFsVz8ALFgvF0Jqi7z6q2gvmv%2FhMInj1Af4b06fmGkXK7MNW2zvo3knmKlbk41u7vetuGnlwih1oT%2BF3mwaIKFLDeDYSPv0ZsHVCGAfTzO1s70agHpCV%2F0FtgIk%3D,Nike Air Jordan 1 High OG 2022 Chicago Lost and Found Men's Size 9,Pre-owned - Excellent,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition A. Box included unknown. eBay reference listing price 381000 KRW. Original eBay price 280.0 USD. Collected on 2026-05-19. Item title: Nike Air Jordan 1 High OG 2022 Chicago Lost and Found Men's Size 9.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,411000,KRW,listing_price,https://www.ebay.com/itm/277821311876?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item40af70cb84:g:APQAAeSwHtppMJZm,"Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2022 - Size 9 - dz5485 612 (14308-..",New with box,14.0,2026-05-19,"Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 411000 KRW. Original eBay price 302.0 USD. Collected on 2026-05-19. Item title: Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2022 - Size 9 - dz5485 612 (14308-..."
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,A,unknown,286000,KRW,listing_price,https://www.ebay.com/itm/389684026074?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item5abafa5ada:g:OYYAAeSw5D1po9jO,Jordan 1 Retro High OG Lost and Found Chicago 2022 - Size 9 - Authentic,Pre-owned - Excellent,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition A. Box included unknown. eBay reference listing price 286000 KRW. Original eBay price 210.0 USD. Collected on 2026-05-19. Item title: Jordan 1 Retro High OG Lost and Found Chicago 2022 - Size 9 - Authentic.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,435000,KRW,listing_price,https://www.ebay.com/itm/287295968655?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item42e42c958f:g:SA0AAeSwRZlp7o13&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGYNImDzI8MRFJps4bO7imdDVk1bbqQ%2Ff7g6trdQJ5LBXsqe976VTYCHGpvp2EX5ofuketkJKmX2PC0tSGSo7cAaMC30pgp4iMbdt9CQ5w89OY2h33ExVIFDRqQ02Me47bb8RodLNfXVMK135bouINRhyAnboP2%2B8JP91UfQI4n%2F4AmdFCiWiyJi5MPwHzQwqHwsv09KZDO3W%2FATipKpCSBtHSB5oOmQLpppbeaJQHuHGY3zvwp93DuPczSK66ODug9giAPXRDqtyHR5jcNRqztvgjJrdcLPDiqoQIuYYtMLQ%2Fxfkv33W7ealRW8%2F6ZDiNU%3D,New Jordan 1 Retro High OG Chicago Lost and Found DZ5485-612 - Men's Size 9 US,New with box,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 435000 KRW. Original eBay price 320.0 USD. Collected on 2026-05-19. Item title: New Jordan 1 Retro High OG Chicago Lost and Found DZ5485-612 - Men's Size 9 US.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,A,unknown,336000,KRW,listing_price,https://www.ebay.com/itm/277821311587?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item40af70ca63:g:cx4AAeSwQxtpUWMP,"Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2022 - Size 9 - dz5485 612 (9289-11)",Pre-owned - Excellent,14.0,2026-05-19,"Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition A. Box included unknown. eBay reference listing price 336000 KRW. Original eBay price 247.0 USD. Collected on 2026-05-19. Item title: Air Jordan 1 Retro High OG ""LOST AND FOUND"" 2022 - Size 9 - dz5485 612 (9289-11)."
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,unknown,unknown,502000,KRW,listing_price,https://www.ebay.com/itm/136834294298?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item1fdbf5a21a:g:g1UAAeSw73lp~658,"Air Jordan 1 Retro ""Lost and Found""",New,12.0,2026-05-19,"Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition unknown. Box included unknown. eBay reference listing price 502000 KRW. Original eBay price 369.2 USD. Collected on 2026-05-19. Item title: Air Jordan 1 Retro ""Lost and Found""."
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,435000,KRW,listing_price,https://www.ebay.com/itm/297852860636?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item455969f8dc:g:PBkAAeSwAiBpQtey,Air Jordan 1 Retro High Chicago Lost and Found Style # DZ5485-612 Size 9,New with box,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 435000 KRW. Original eBay price 320.0 USD. Collected on 2026-05-19. Item title: Air Jordan 1 Retro High Chicago Lost and Found Style # DZ5485-612 Size 9.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,360000,KRW,listing_price,https://www.ebay.com/itm/397815557393?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item5c9fa7ad11:g:bbgAAeSwhVVp1eSK,Jordan 1 Retro High OG Chicago Lost and Found,New with box,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 360000 KRW. Original eBay price 265.0 USD. Collected on 2026-05-19. Item title: Jordan 1 Retro High OG Chicago Lost and Found.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,360000,KRW,listing_price,https://www.ebay.com/itm/800014924051?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=itemba449af913:g:DNMAAeSwKuRqBNQt,Jordan 1 Retro High OG Chicago Lost and Found DZ5485-612 8.5M/10W Brand New,New with box,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 360000 KRW. Original eBay price 265.0 USD. Collected on 2026-05-19. Item title: Jordan 1 Retro High OG Chicago Lost and Found DZ5485-612 8.5M/10W Brand New.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,544000,KRW,listing_price,https://www.ebay.com/itm/235599592740?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item36dad47d24:g:Sp0AAOSwmRtmZJRY,Nike Air Jordan 1 Men Size 9 - Retro High OG Chicago Lost and Found DZ5485-612,New with box,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 544000 KRW. Original eBay price 399.95 USD. Collected on 2026-05-19. Item title: Nike Air Jordan 1 Men Size 9 - Retro High OG Chicago Lost and Found DZ5485-612.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,B,unknown,82000,KRW,listing_price,https://www.ebay.com/itm/298327354147?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item4575b22b23:g:gqUAAeSwEAFovEb1,Nike Air Jordan 1 Lost and Found High,Pre-owned - Good,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition B. Box included unknown. eBay reference listing price 82000 KRW. Original eBay price 60.0 USD. Collected on 2026-05-19. Item title: Nike Air Jordan 1 Lost and Found High.
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,420000,KRW,listing_price,https://www.ebay.com/itm/277587509159?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item40a1813fa7:g:iKoAAeSwHkppRMeC&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGYaFLSOKX%2B7orelkgRODQJZvTQeS9fZMZPlXpUeOcCcxLc5sriTyhZnGoT%2FYVHmCX3KYu4aXN8UlCRNnyC7waZ5BXPaH0G1EhDOPTyOKUFw01Bn28o27Svj2kzyI5LehE2MT3PCNc03HHYESekDEFOwK5%2FT7SWfqpM1lSFX9bN6IVtn7SzAZgr9GqGgV9v%2BQoOOSuZfZSJa30ZjpJFy4WktRwLWgfaONzmjFN9vaRumzxLF5cduRRW2SgGFN5fAcD9EeRazR%2FKLw%2BAKGwGAXwhmaUmGdreBoosAPep4nnmhr5tgaG%2Fv7MWrovxoDodALik%3D,DZ5485 612 Jordan 1 Retro High OG Lost and Found  Men Size 9,New with box,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 420000 KRW. Original eBay price 309.0 USD. Collected on 2026-05-19. Item title: DZ5485 612 Jordan 1 Retro High OG Lost and Found  Men Size 9.
