target_id,brand,model,colorway,size_us,size_kr,ebay_price_original,currency_original,exchange_rate,ebay_price_krw,price_type,item_url,item_title,item_condition,shipping_price,collected_at,memo
1,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,9,270,350.99,USD,1360,477000,listing_price,https://www.ebay.com/itm/136075840506?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item1faec08bfa:g:JnIAAeSwZ35oYN02,Jordan 1 High Mens 9 Shoe Red White Lost And Found Chicago Nike Air Retro OG & 1,New with box,0,2026-05-19,query=Nike Air Jordan 1 Lost and Found US 9; collected_by_browse_api
1,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,9,270,150.0,USD,1360,204000,listing_price,https://www.ebay.com/itm/377186554347?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item57d21211eb:g:GaQAAeSwhYVqBxMM,Nike Air Jordan 1 Chicago Lost And Found Size 10M Excellent Condition,Pre-owned - Excellent,0,2026-05-19,query=Nike Air Jordan 1 Lost and Found US 9; collected_by_browse_api
1,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,9,270,180.0,USD,1360,245000,listing_price,https://www.ebay.com/itm/327158678475?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item4c2c2d43cb:g:uogAAeSwkXBqBivg,Nike Air Jordan 1 Retro High OG Lost and Found Chicago 2022 - Size 9.5,Pre-owned - Fair,0.0,2026-05-19,query=Nike Air Jordan 1 Lost and Found US 9; collected_by_browse_api
1,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,9,270,359.8,USD,1360,489000,listing_price,https://www.ebay.com/itm/127596866636?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item1db55dac4c:g:SH4AAeSwPjppVl1u,Nike Air Jordan 1  RetroHigh OG Chicago ‘Lost And Found’ New UK9.5/US10.5/EU44.5,New with box,18.66,2026-05-19,query=Nike Air Jordan 1 Lost and Found US 9; collected_by_browse_api
1,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,9,270,199.99,USD,1360,272000,listing_price,https://www.ebay.com/itm/358549257973?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item537b337ef5:g:-TMAAeSwNnNqA5X9,2022 NIKE AIR JORDAN 1 I DZ5485-612 CHICAGO LOST AND FOUND 9 RETRO 4 6 11 12 13,Pre-owned - Good,29.0,2026-05-19,query=Nike Air Jordan 1 Lost and Found US 9; collected_by_browse_api
1,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,9,270,305.0,USD,1360,415000,listing_price,https://www.ebay.com/itm/305493239299?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item4720d0e603:g:in8AAOSwrNhmDzcS,DZ5485 612 Air Jordan 1 Retro High OG Lost and Found,New with box,20.0,2026-05-19,query=Nike Air Jordan 1 Lost and Found US 9; collected_by_browse_api
1,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,9,270,435.8,USD,1360,593000,listing_price,https://www.ebay.com/itm/314345149063?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item49306e5287:g:WXoAAOSwhkllMg8g,Nike Air Jordan 1 Retro High OG Chicago Lost and Found DZ5485-612 Men's Size,New with box,0.0,2026-05-19,query=Nike Air Jordan 1 Lost and Found US 9; collected_by_browse_api
1,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,9,270,153.9,USD,1360,209000,listing_price,https://www.ebay.com/itm/800017733260?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=itemba44c5d68c:g:n9QAAeSwCglokhYs,Jordan 1 Retro High OG Chicago Lost and Found Men's DZ5485-612&GS FD1437-612 New,New with box,0.0,2026-05-19,query=Nike Air Jordan 1 Lost and Found US 9; collected_by_browse_api
1,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,9,270,142.0,USD,1360,193000,listing_price,https://www.ebay.com/itm/137264383677?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item1ff59846bd:g:yPgAAeSweBdqBNFX,"Air Jordan 1 Retro ""Lost and Found"" (PreOwned)",New,12.0,2026-05-19,query=Nike Air Jordan 1 Lost and Found US 9; collected_by_browse_api
1,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,9,270,329.0,USD,1360,447000,listing_price,https://www.ebay.com/itm/168254028688?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item272cb8bb90:g:POEAAeSwuHBpwBP5,DS Men's Air Jordan 1 Retro High OG Chicago Lost and Found Sz 9.5 (DZ5485-612),New with box,0,2026-05-19,query=Nike Air Jordan 1 Lost and Found US 9; collected_by_browse_api
